state_abbr,data_year,Population,Aggravated Assault_rate,All Other Offenses (Except Traffic)_rate,Arson_rate,Burglary_rate,Curfew and Loitering Law Violations_rate,Disorderly Conduct_rate,Driving Under the Influence_rate,Drug Abuse Violations - Grand Total_rate,Drunkenness_rate,Embezzlement_rate,Forgery and Counterfeiting_rate,Fraud_rate,Gambling - Total_rate,Human Trafficking - Commercial Sex Acts_rate,Human Trafficking - Involuntary Servitude_rate,Larceny - Theft_rate,Liquor Laws_rate,Manslaughter by Negligence_rate,Motor Vehicle Theft_rate,Murder and Nonnegligent Manslaughter_rate,Offenses Against the Family and Children_rate,Prostitution and Commercialized Vice_rate,Rape_rate,Robbery_rate,Simple Assault_rate,"Stolen Property: Buying, Receiving, Possessing_rate",Suspicion_rate,Vagrancy_rate,Vandalism_rate,"Weapons: Carrying, Possessing, Etc._rate","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)_rate",Average Rate Per Year
DE,2020,991862,141.3503088,553.0003166,2.016409541,64.82756674,2.419691449,79.14407448,29.64122025,336.2362909,23.99527354,10.38450914,12.19927772,82.87443213,0.907384293,0,0,333.0100357,19.96245445,0.302461431,16.2320968,1.613127633,14.9214306,3.125434788,7.359894824,31.96009122,542.6158074,34.88388506,0,14.31650774,85.99986692,34.27896219,9.779586273,80.30188383
DE,2021,1004881,139.3199792,606.3404523,2.288828229,47.16976438,0.398057083,94.43904303,32.24262375,354.7683756,0,7.762113126,10.44899844,96.23029991,0.398057083,0,0,282.6205292,34.92950907,0.696599896,19.40528281,3.58251375,16.41985469,0.995142708,7.563084584,27.86399584,547.7265467,35.62610896,0,10.44899844,87.3735298,42.19405084,10.44899844,81.28068832
DE,2022,1019459,137.2296483,577.7574184,1.765642365,49.33989498,1.275186153,76.70735164,30.31019394,356.6597578,0,6.866386976,12.55567904,101.8187097,1.667551123,0,0,280.9333186,41.19832186,1.56945988,20.69725217,3.53128473,13.34040898,1.275186153,7.062569461,25.01326684,535.2839104,36.78421594,0,7.454934431,79.55199768,44.23915037,8.141573128,79.35581519
FL,2017,20977089,130.2516283,1442.321191,1.148872467,78.49516203,0.023835528,0.157314487,155.8033147,1.353858011,0.17638291,5.024529381,9.658156096,55.26505608,0.338464503,0,0,314.2523731,55.96105351,0.409971088,39.49547051,3.022344997,0.019068423,11.7652168,8.919254716,30.44750394,375.3952705,8.719036278,0,0,30.19008023,30.03753285,14.29654992,90.4176933
FL,2018,21254926,2.874627745,38.7251407,0.042343126,1.510238144,0.004704792,0.079981459,7.687629682,0.338745004,0.070571876,0.084686251,0.305811462,2.310052738,0,0,0,10.31760826,3.613280046,0.018819167,0.992711054,0.061162292,0.004704792,0.202306044,0.221125211,0.6821948,18.32045898,0.423431255,0,0,1.00682543,0.569279799,0.277582712,2.927291059
FL,2019,21492056,117.7272198,1351.248108,1.172526258,63.0930796,0,0.200073925,157.6024183,0.842171638,0.148892223,4.871567429,8.412410613,52.23325307,0.497858371,0,0,298.1892472,50.13015041,0.562998719,36.18081025,3.661818115,0.04652882,9.53375517,8.212336688,27.94520915,375.8830705,7.035157548,0,0,27.71256505,30.48102983,14.93109826,85.43726951
FL,2020,21591299,121.1367598,922.5660763,1.194925789,58.28736844,0,0.07873542,135.4480803,0.287152709,0.06947243,3.024366436,5.636529789,38.2005733,0.504832989,0,0,217.0781851,27.76118287,0.657672334,33.33287173,3.927508021,0.013894486,4.353605589,8.43858445,25.41764625,350.8126121,6.113573806,0,0,27.07109007,34.95852658,13.56564976,65.80443474
FL,2021,21830708,11.62582542,173.9842794,0.155743918,2.46441847,0.146582511,3.595852228,22.61951376,30.15935168,0,0.696266928,0.746654666,3.898178657,0.041226331,0.009161407,0.009161407,22.89435597,1.763570838,0.041226331,2.423192138,0.293165022,1.717763803,0.719170446,0.568007231,1.630730437,54.66611527,0.334391354,0,3.742434739,4.933417643,6.527502452,0.439747534,11.38216155
FL,2022,22245521,14.88839034,236.7487819,0.179811478,3.623201273,0.242745495,3.578248403,27.65050996,33.88996823,0,1.056392431,1.051897144,5.290952727,0.026971722,0.017981148,0,34.4878414,4.72904186,0.044952869,2.508370112,0.350632381,2.301586913,1.191251039,0.813646936,2.351035069,68.31487561,0.818142223,0,4.765004155,6.536147209,8.47361588,0.489986276,15.04587039
GA,2014,10071204,88.4601285,1025.428539,2.422749058,73.82434116,6.424256722,223.3000146,257.4170874,463.7479292,23.20477274,4.339103845,37.56253969,58.20555318,2.492254154,0,0,430.445059,71.04413732,0.287949683,17.21740519,4.537689833,41.67326965,7.268247173,3.534830592,27.78217977,326.0583342,33.03477916,2.502183453,13.84144339,42.29881551,38.65476263,34.48445687,108.4353165
GA,2015,10183353,90.795242,941.1733051,1.738130849,60.34358232,5.26349229,186.8932561,234.9422631,443.6947241,19.82647562,4.10473839,32.88700686,52.39924414,2.130928782,0,0,373.9436313,53.33213923,0.196398966,15.8788564,4.546636064,36.03921027,6.599005259,3.132563508,24.91320884,293.0370773,31.4925742,0.235678759,18.09816472,38.98519476,35.50893306,34.69387735,98.28469483
GA,2016,10308442,96.0086888,829.8926259,1.83344874,53.92667486,3.967621877,168.0661345,218.3356127,455.5683584,18.98444013,2.755023504,28.35540036,38.5412267,0.911873977,0,0,317.8947895,44.68182486,0.310425184,15.89958987,4.627275392,33.64232927,6.004787144,3.143054983,23.50500687,264.6859729,33.23489621,0.300724397,16.9181725,41.31565177,37.07640786,30.42166799,90.02611959
GA,2017,10417031,96.78381489,823.7279893,1.804736878,48.31511013,3.80146704,160.6119824,200.767378,469.2603871,15.62825339,3.244686514,26.81186223,35.61475434,1.151959709,0,0,299.1735361,37.38109256,0.307189256,17.10660168,4.483043201,32.02447991,4.771033128,3.292684835,19.95770196,251.1080172,35.34596374,0.201592949,12.93074773,40.69297672,39.45462004,27.63743335,87.52880956
GA,2018,10519389,85.86050007,857.6924002,1.482975865,37.69230323,2.262488819,120.2731451,270.4149452,493.907013,15.27655266,2.062857453,21.18944361,30.42001774,1.644582209,0,0,261.963884,19.13609241,0.190125111,13.34678278,3.792995962,40.34454853,3.954602306,2.642739041,13.70802049,226.5055508,29.09864822,0.228150133,6.141041081,37.47365935,35.22067679,21.33203744,85.65350902
GA,2019,10628020,66.88922302,682.0837748,1.270227192,25.80913472,2.794499822,90.80713059,157.1882627,326.5895247,14.34886272,1.138499928,16.45649895,21.87613497,0.715090864,0.065863632,0,190.976306,13.05981735,0.141136355,9.616090297,2.606318016,27.68154369,3.264954338,2.182908952,10.68872659,175.8276706,20.07899872,0.112909084,7.658999513,30.9747253,24.83999842,14.00072638,62.63692123
GA,2020,10732390,55.58873653,381.7323075,1.118110691,15.73740798,1.155381047,58.90579824,144.3946782,189.7992898,6.783204859,0.251574905,7.528611987,17.4238916,0.195669371,0.344750796,0.009317589,108.7083119,9.457352929,0.093175891,8.600134732,2.748688782,8.096984921,1.472179077,3.261156182,6.690028968,139.6706605,14.84291942,0,8.600134732,29.51812224,15.64423209,4.025198488,40.07735522
GA,2021,10790385,72.37925245,477.7216012,1.278916369,17.82142157,1.260381349,71.48030399,185.1463131,272.4555241,0.083407589,0.583853125,8.859739481,30.39743253,0.074140079,0.185350198,0.01853502,123.5359072,14.74460828,0.287292807,13.48422693,4.253787052,11.00053427,1.834966964,3.799679066,8.340758926,183.3391487,17.43218615,0,11.68633001,36.69007176,29.20192375,5.680983579,51.77608315
GA,2022,10913150,77.39287007,553.1216926,1.640223034,17.27273977,1.896794234,76.12834058,176.9974755,259.0819333,0.119122343,0.513142402,10.23535826,40.65737207,0.109959086,0.293224229,0.073306057,133.8202077,15.11021108,0.219918172,11.99470364,4.297567613,10.50109272,1.979263549,3.811914983,9.080787857,194.3160316,18.7205344,0,11.21582678,33.57417428,28.16785254,5.763688761,54.77765578
HI,2014,1415335,43.66457411,1033.253611,0.635891856,33.06637651,11.94063596,41.89820784,254.2860877,151.6248803,0,0.777201157,4.592552293,9.891651093,4.027315088,0,0,184.8325661,25.15305564,0.565237205,28.96840677,1.130474411,0.989165109,7.489392971,5.864336005,13.28307433,173.2452034,4.309933691,0,0.070654651,24.23454518,16.25056965,8.690522032,67.24955232
HI,2015,1422999,65.21438174,1538.722093,3.021787085,47.50530394,12.78988952,80.32331716,458.4683475,207.5194712,0,3.443431794,9.627554201,22.48771784,3.021787085,0,0,298.8758249,50.66763926,0.42164471,48.06749689,2.529868257,1.827127075,10.82221421,11.03303657,28.95293672,349.8948348,9.768102437,0,0,44.13214626,19.18483428,17.77935192,107.9387787
HI,2016,1428885,60.04681972,1376.667821,2.519446981,44.51023,12.0373578,75.16350161,414.9389209,180.1404592,0.279938553,2.239508428,9.797849372,18.54592917,5.318832516,0,0,235.4983081,40.24116706,0.41990783,27.22402433,2.449462343,1.189738852,11.1275575,10.77763431,20.57548368,323.3990139,9.098002988,0.489892469,0.209953915,39.89124387,20.7854376,15.25665117,95.51097081
HI,2017,1425763,56.81168609,1049.12247,1.613171334,30.58011745,15.29005873,63.47478508,418.3724785,191.6868372,0,0.981930377,5.681168609,10.52068261,10.94150991,0.140275768,0,201.8568303,32.54397821,0,29.66832496,2.805515363,0.911792493,8.416546088,8.206132436,19.14764235,269.6801642,29.037084,0,0,27.14336113,17.46433313,11.15192357,81.07260645
HI,2018,1423102,49.53966757,1166.184855,2.459416121,31.19945022,10.04847158,65.6312759,383.6689148,214.3908167,0,1.05403548,6.745827074,17.35645091,10.5403548,0,0,198.8613606,123.4626893,0.070269032,29.16164829,2.10807096,2.037801928,8.783629002,9.134974162,17.9888722,270.1844281,32.32375473,0,5.270177401,19.88613606,21.36178573,13.21057802,87.50534554
HI,2019,1415615,51.63833387,1316.035787,2.966908376,30.86997524,15.25838593,89.21917329,360.6912897,211.5688234,0,0.353203378,7.770474317,19.07298241,7.134708236,0.211922027,0,207.2597422,157.1048626,0.423844054,28.53883295,3.178830402,1.059610134,8.406240397,10.24289796,18.36657566,280.0196381,32.21214808,0,19.70874849,23.59398565,21.05092133,12.99788431,94.74053966
HI,2020,1451181,54.92078521,2126.337101,3.445469586,32.24959533,8.544764575,83.24254521,239.8735926,174.9609456,0,0.482365742,4.616929246,13.98860652,3.652197762,0.137818783,0,137.7498741,189.7764648,0.206728175,25.0141092,5.374932555,1.378187835,4.479110462,8.889311533,16.6760728,252.966377,34.66142404,0,37.55561849,18.46771698,29.56212905,8.820402141,113.4848767
HI,2021,1446745,48.86832165,1329.12158,2.695706569,19.07730803,5.045809732,59.58202724,219.0434389,127.8732603,0,0.55296545,4.97668905,13.20205012,2.972189294,0,0,90.13336835,96.14686762,0.138241363,13.20205012,2.350103163,0.760327494,2.142741119,6.220861313,12.71820535,289.8230165,37.80901265,0,23.70839367,10.29898151,9.193050607,7.395912894,78.55008
HI,2022,1439399,43.76826717,988.8849443,3.056831358,16.74309903,4.237879837,60.99768028,208.0729527,93.78914394,0,0.48631408,4.863140797,14.58942239,3.126304798,0.3473672,0.13894688,114.1448618,61.41452092,0.27789376,13.19995359,2.501043838,1.250521919,0.13894688,4.932614237,16.95151935,299.1526325,32.5135699,0,14.58942239,7.850498715,9.795755034,8.684179995,65.50000741
ID,2014,1632248,72.17040548,1407.384172,3.859707593,62.00038229,17.09299077,102.374149,456.4257392,445.5205336,23.09698036,3.920972793,7.903210787,23.34204116,0,0,0,334.998113,153.0404693,0.1225304,13.04948758,0.980243198,56.9766359,1.286569198,6.677906789,5.63639839,310.4307679,14.27479158,0,1.286569198,64.57352069,21.74914596,15.19376957,116.9473614
ID,2015,1652495,83.99420271,1391.471684,4.114989758,61.66433181,12.40548383,106.5056173,454.0407081,505.4780801,45.02282912,2.965213208,7.382775742,22.51141456,0,0,0,329.9253553,135.4920892,0.363087332,13.61577493,1.14977655,66.92909812,1.14977655,7.564319408,6.77763019,314.2520855,18.75951213,0.847203774,0.968232884,63.11668114,22.26935634,14.82606604,119.2117218
ID,2016,1684036,78.38312245,1290.589987,2.850295362,54.80880456,4.809873423,97.86014076,429.741407,554.8574971,20.54587907,2.969057669,7.957074552,19.47701831,0,0,0,279.2695643,90.02182851,0.059381153,13.30137836,1.543909988,52.07727151,1.187623067,7.719549938,5.28492265,293.9367092,16.27043602,0.296905767,0.593811534,52.90860765,21.79288329,13.89518989,110.1616171
ID,2017,1719745,84.02408497,1385.786846,3.140000407,55.58963684,8.315186263,107.922977,435.122649,629.6282298,36.05185653,2.791111473,8.722223353,18.84000244,0,0,0,266.3767012,70.18482391,0.290740778,14.24629814,1.104814958,44.30889463,0.988518647,9.129260443,4.186667209,296.8463348,13.19963134,0.40703709,0.872222335,52.04259934,19.59592847,12.61814978,115.5591428
ID,2018,1752074,84.47131799,1421.001624,3.481588106,49.5412865,6.506574494,87.43922916,457.5719975,675.8276192,28.08100571,2.511309454,7.99053008,21.00367907,0.057075215,0,0,242.6267384,64.20961672,0.11415043,11.75749426,1.198579512,44.11914109,0.684902578,11.24381733,5.479220627,293.5949052,13.12729942,0.171225645,0.741977793,50.11203865,18.8348209,15.29615758,116.7353846
ID,2019,1789060,88.25863861,1231.987748,2.571182632,43.151152,7.378176249,83.0044828,442.0198316,625.4122277,36.3319285,2.291706259,5.980794384,19.67513666,0,0,0,213.3522632,71.88132315,0.111790549,10.89957855,1.062010218,34.93454663,0.670743295,11.62621712,4.695203068,246.1627894,10.06114943,0.503057472,0.614848021,44.60442914,17.6070115,16.65679183,105.5969922
ID,2020,1849339,86.62554567,931.2516526,2.757742091,37.14840816,6.218438047,82.57004259,381.4335825,535.0560389,23.03525746,2.054788224,3.460695957,23.25155096,0,0,0,154.5957772,55.69557555,0.432586995,9.300620384,1.297760984,32.60624472,0.594807118,8.543593143,3.676989454,197.5841098,11.19318849,0.973320738,1.459981107,42.66389234,16.43830579,13.08575659,85.96794366
ID,2021,1904537,82.17220248,994.3624093,1.890223188,33.76148639,7.560892752,79.2318553,391.5387309,567.487006,0,1.837716988,4.200495974,21.05498607,0,0,0,118.2439617,54.65895386,0.262530998,10.02868414,1.62769219,27.56575483,0.787592995,7.665905152,3.517915378,196.8457426,9.50362214,0,0.262530998,41.84744114,18.58719468,11.44635153,86.70806063
ID,2022,1938996,84.9408663,999.5379052,2.578654108,35.43070744,6.24034294,78.33951179,391.6459859,534.4518503,0,1.392473218,3.610115751,20.88709827,0,0,0,126.4571974,54.97690557,0.103146164,8.096973898,1.289327054,25.63182183,0.567303904,7.787535405,3.816408079,192.2644503,9.695739445,0,0.206292329,39.81441942,21.970133,10.31461643,85.87250908
IL,2014,12885092,14.80781045,144.7641973,0.574307114,12.98399732,0.745047067,74.78409933,28.25746219,4.198650658,0,0,1.660834086,2.072162155,10.52378982,0,0,82.70022441,3.585539009,0.054326349,19.75150818,2.561099292,2.398120246,7.171078018,2.700795617,15.97194649,128.0782473,0.574307114,0,0.364762626,22.39021654,25.89814648,4.144324309,19.79732256
IL,2015,12859585,14.02067018,121.2091992,0.505459546,10.24916434,1.003142792,52.51335871,28.3912739,3.149401789,0,0,1.345300023,1.74966766,7.107538851,0,0,68.67251159,2.270679808,0.069986706,23.22003393,2.115153794,2.161811598,2.363995417,2.1773642,13.44522393,116.2790246,0.583222553,0,0.10886821,18.13433326,27.11596059,3.219388495,16.87683018
IL,2016,12821709,14.24147124,86.55632412,0.522551245,7.697881772,0.616142513,29.20047554,22.78167442,2.877931483,0,0,0.990507584,1.419467561,3.556468174,0,0,62.71394866,1.294679204,0.070193451,27.33644945,2.238391154,1.965416623,1.435066105,2.152599158,12.7050146,103.9565007,0.686335963,0,0.031197089,16.10549732,25.20724811,2.355380238,13.89402624
IL,2017,12779893,14.11592413,92.47338769,0.453837916,6.854517483,0.399064374,23.28657994,18.29436287,2.676078743,0,0.007824792,0.829427915,1.776227704,3.575929783,0,0.007824792,59.31974548,1.025047706,0.070423125,24.3585764,2.175292078,2.073569787,1.103295622,2.04227062,11.41637101,101.7066418,0.492961874,0,0.14084625,16.18166913,33.56053138,1.846650829,13.62144778
IL,2018,12724685,17.83148267,110.3131433,0.495100665,7.921610633,0.392937035,31.27778802,22.12235509,3.67003191,0,0,0.974483848,1.941108955,5.54827094,0,0,74.6344605,1.438149549,0.117881111,33.5332466,3.269236134,2.750559248,0.903755181,3.44212843,18.97885881,131.0680775,0.675851701,0,0.227903481,21.09286006,53.40014311,2.742700507,17.76658468
IL,2019,12667017,2.920971844,23.83355134,0.126312296,0.584194369,0.189468444,5.044597319,3.094651251,4.231461914,0,0,0.126312296,0.26051911,0,0,0,3.576216879,0.57629985,0.015789037,0.094734222,0.134206814,1.665743403,0.497354665,0.149995851,0.568405332,11.76283256,0.710506665,0,0.165784888,2.463089771,1.073654516,0.078945185,2.062761285
IL,2020,12790357,2.806802031,17.96666035,0.140731021,0.523832134,0.187641361,3.752827228,2.72079974,3.275905434,0,0,0.04691034,0.304917212,0,0,0,4.167201901,0.320553992,0.00781839,0.148549411,0.125094241,1.094574608,0.00781839,0.140731021,0.453466623,9.264792218,0.461285013,0,0.02345517,2.994443392,1.42294699,0.117275851,1.69280755
IL,2021,12690341,22.23738511,192.209177,0.64616073,8.140049192,1.260801424,20.44074308,89.13866066,75.64020541,0,0.307320347,1.28444145,10.06277136,0,0,0,46.54721256,10.30705164,0.14184016,2.78952315,1.174121326,2.135482411,0.567360641,0.874680988,3.837564333,121.9667777,1.71784194,0,0.007880009,22.61562554,22.03250488,0.433400489,21.24247044
IL,2022,12582515,36.43150833,309.5406602,0.794753672,12.71605875,1.780248225,29.94631836,113.959729,99.51905482,0,0.635802938,2.161729988,15.34669341,0.02384261,0,0.007947537,76.97984068,12.84321934,0.182793345,5.873229637,2.241205355,3.576391524,0.659645548,1.438504146,7.001779851,203.3536221,2.487578994,0,0.031790147,32.78358897,35.03274186,0.929861796,32.52516584
IN,2014,6596019,95.34538939,752.6661157,1.607029937,41.02474538,5.912657316,63.09866603,856.0769761,723.0725078,244.1624259,1.986046432,14.34198416,22.02843867,0.257731216,0,0,313.9469428,98.40784267,0.197088577,20.36076609,3.077613937,21.17944172,7.701615171,2.789561401,18.7385755,210.8847776,10.91567505,3.047292617,3.577915709,22.58938308,25.69731834,13.85684304,116.0822377
IN,2015,6611442,94.53308371,885.0414176,1.482278753,37.3140988,5.308977981,60.63730121,243.2600936,277.2315026,73.22154531,2.193167542,14.36902872,26.21213345,0.242004694,0,0,289.830872,89.31485748,0.196628814,22.41568481,3.236812786,21.37203956,6.624878506,3.055309265,19.19399732,205.6888648,8.818046048,2.162916955,2.571299877,21.99217659,32.98826489,14.98916575,79.53220805
IN,2016,6637898,91.44461093,843.9267973,1.777671184,36.56277936,3.82651255,59.22055446,238.9611892,307.7932201,69.11826605,3.178717118,21.22659914,27.65935843,0.316365211,0,0,264.9935266,70.57957203,0.210910141,26.2583125,2.576116716,18.33411722,4.835868222,3.043132028,20.74451882,202.0820446,8.677445782,0.301300201,1.250395833,23.18505045,37.60226505,13.39279392,77.51871004
IN,2017,6662068,104.6972201,831.8287955,1.410973289,35.04917692,3.272257203,56.64907653,227.5869895,441.2143497,60.23655117,4.488095889,19.13820153,30.18582218,0.210144958,0,0,229.8085219,62.74328031,0.225155312,26.77847179,2.912008704,18.08747674,4.548137305,3.512422869,21.67495138,184.927563,5.86904847,0.510352041,5.238613596,19.33333614,36.41511915,11.00258959,79.01789364
IN,2018,6698481,100.6795421,745.4525884,1.239086891,30.21580564,2.508031298,57.1771421,210.3312676,448.6390273,60.80483023,3.329112974,15.85434071,27.30469789,0.119430062,0.014928758,0.059715031,199.7617072,50.42934361,0.19407385,25.0056692,3.060395334,19.09388114,3.209682912,3.553044339,18.70573343,188.371065,6.419365823,0.641936582,0.671794098,19.19838244,35.82901855,10.6292755,73.82270697
IN,2019,6731010,79.80971652,702.2274517,1.500517753,25.27109602,1.515374364,53.26095192,201.217945,369.3947862,52.41412507,2.035355764,12.99953499,27.32130839,0.713117348,0.044569834,1.961072707,173.6440742,44.56983424,0.237705783,19.67015351,1.827363204,12.53898003,1.455947919,2.867326003,13.48980316,177.5365064,6.878611085,0.178279337,0.594264457,14.26234696,38.01806861,7.918573884,66.04434717
IN,2020,6789098,70.78996356,547.1271736,1.207818771,22.44775374,1.134171285,42.56824692,191.1152262,275.1617372,19.11888737,1.63497419,9.485796199,15.02408715,0.058917989,0.029458994,0.058917989,131.770082,19.35455932,0.456614413,16.68852033,2.562932513,7.364748601,0.574450391,3.034276424,12.18129419,171.9374208,8.292706925,0.073647486,2.327260558,10.39902503,42.42095194,6.333683797,52.66888083
IN,2021,6813798,59.68771014,579.1483692,1.027327197,17.40585794,1.496962487,38.24592393,196.3662556,292.1278265,0,1.30617315,3.610321292,12.35727857,0.044028308,0,0.014676103,113.0940483,21.55919503,0.528339701,16.6720528,2.289472039,5.709003995,1.232792636,2.773783432,9.847664988,197.9072464,9.055155436,0,0.058704411,9.245944773,50.98478117,5.151312088,53.19187767
IN,2022,6832274,57.37474814,606.5623246,0.980639828,18.0320637,1.47827795,35.33230664,189.9806711,263.8213866,0,2.561372685,4.05428705,13.37768362,0.073182077,0.029272831,0,116.7400488,28.27755444,0.483001706,16.18787537,2.078370979,5.635019907,0.731820767,2.707736838,10.27476357,208.3640088,8.415938822,0,0,7.552390317,40.20623295,5.108108955,53.11035771
IA,2014,3110643,118.174924,910.1976665,3.600541753,49.79677835,12.34471458,181.4737339,365.551431,292.5761651,372.0452652,2.378929372,16.81324408,24.88231533,0.160738471,0,0,419.3988188,153.5695353,0.321476942,12.85907769,0.932283132,40.85971936,2.186043207,5.207926464,11.669613,280.2957459,6.911754258,0,0.514363108,74.71124137,24.496543,6.525981927,109.3695668
IA,2015,3122541,142.2559384,948.2981969,4.067200399,58.06168758,11.8172988,152.2798259,339.4030695,290.7888159,271.6057211,2.690116799,19.11904439,24.59535359,0.2241764,0,0,415.8792471,130.0543372,0.0960756,16.52500319,1.537209599,33.62645999,3.843023999,5.092006798,12.6179288,249.4442827,6.501115598,0,0.1921512,69.23848238,25.07573159,6.340989598,104.5571126
IA,2016,3133210,141.4523763,965.623115,2.90436964,53.10847342,12.89412456,134.3989072,329.8534091,311.310126,227.5302326,2.649040441,19.50076758,24.67118387,0.191496899,0,0,360.2695,132.1009444,0.159580749,17.52196629,1.851136694,41.07608491,3.319279589,5.138500132,12.86220841,255.9675221,6.032152329,0,0.319161499,75.41786219,27.54363736,6.255565379,102.3200879
IA,2017,3143734,141.1378953,1100.920116,3.371786544,55.44362214,8.556703589,123.9926788,356.9322341,332.9480166,199.9214946,2.512935255,23.82517096,25.98820384,0.222665149,0,0,344.0176554,128.3823631,0.222665149,20.45338441,1.876749114,35.81727971,1.463228123,7.729661606,11.61039706,251.0708603,7.347949922,0,0.540758219,69.31248,30.63236266,3.785307536,106.1302137
IA,2018,3149900,120.5117623,1060.890822,2.603257246,37.93771231,5.968443443,113.082955,323.7563097,281.0565415,164.8941236,1.777834217,15.04809676,20.88955205,0.285723356,0,0,275.024604,97.84437601,0.095241119,18.79424744,1.111146386,34.3185498,0.984158227,6.92085463,7.301819105,212.7686593,7.365313185,0,0.253976317,57.93834725,25.08016127,3.396933236,93.48069422
IA,2019,3159596,146.1262769,1112.262454,3.101662364,49.43670014,4.494245467,110.8686047,347.6710314,311.9069653,158.3746783,1.772378494,18.10358033,22.21803041,0.189897696,0,0,314.3123361,87.16304236,0.094948848,20.88874654,1.550831182,30.82672595,1.044437327,7.311061288,9.843030565,262.0588202,8.671994774,0,0.253196928,69.56585589,26.80722472,3.861253148,100.9929036
IA,2020,3190904,150.0828605,908.6139853,3.447298947,46.72657028,2.883195483,62.70950176,305.524704,264.1884557,79.6012666,1.378919579,12.7550061,15.04275904,0.094017244,0,0,221.8806959,67.31634672,0.062678163,21.09120174,1.723649474,31.55845491,0.344729895,8.586908287,9.025655426,233.7895468,9.213689914,0,0.188034488,68.25651916,29.36471921,2.977212727,82.5299543
IA,2021,3197944,144.5303608,755.8293704,2.876848375,33.80296841,0.281430819,21.67017309,287.9662683,269.7670753,0,1.938745644,9.037056309,24.60956164,0.218890637,0.031270091,0,184.8687782,48.75007192,0.218890637,26.48576711,1.313343823,16.57314825,0.750482185,8.693085307,6.9732303,275.5207721,9.224676855,0,0.187620546,63.63463525,23.76526919,3.03319883,71.69525775
IA,2022,3199693,118.2300927,729.5387401,2.844022848,29.47157743,0.437541977,22.5646648,266.6818348,266.6818348,0,3.312817823,8.875851527,24.81488068,0.281276985,0.343782982,0,188.580592,47.59831646,0.218770988,21.84584584,0.812577957,13.97009026,0.75007196,8.313297557,7.625731594,253.3055515,10.62601943,0,0.156264992,57.34925194,22.5959178,2.62525186,68.07911199
KS,2014,2901861,58.34187096,939.0870204,2.205481241,30.15306384,0,79.43178533,318.3818936,279.579208,10.57941783,5.582624392,9.95912623,24.67382139,0,0,0,183.9853804,145.7340651,0.103381933,14.78361644,1.309504487,7.443499189,3.618367661,5.375860525,7.512420478,335.9912828,13.74979711,0,0,66.75026819,16.23096351,7.064432101,82.82671462
KS,2015,2910717,58.19871873,820.4164129,1.923924586,26.48831886,0,70.84165173,276.0488223,291.4058632,7.523919364,5.737417963,8.004900511,22.84660446,0,0,0,183.9752886,118.2526505,0.103067389,12.84906777,1.992636179,9.997536689,2.473617325,4.981590447,7.798765734,316.6230176,13.60489529,0.034355796,0,60.67233606,15.56317567,6.355822294,75.63594768
KS,2016,2912977,60.110327,732.240591,2.059748498,23.06918318,0,61.31184695,230.9664649,303.229308,5.458333519,5.149371245,8.067348283,18.74371133,0,0,0,157.0214938,100.103777,0.034329142,13.83464408,1.922431931,7.518082017,1.922431931,4.703092403,7.79271515,308.310021,21.76467579,0,0,58.49685734,19.73925644,5.801624936,69.65715054
KS,2017,2910892,65.71868692,863.8245596,1.752040268,21.81461902,0,62.3520213,225.1543513,364.9740355,5.53095065,3.813264113,9.275507302,21.43672799,0,0,0,138.8234259,91.14044767,0,15.28741018,2.164285037,9.241153571,4.088093959,4.465984997,7.35169838,308.7026245,24.11631898,0,0,61.08093327,26.41801894,5.874487958,75.62585959
KS,2018,2912748,15.44932826,826.6077258,0.652304971,5.527426334,0,54.8966131,221.612031,92.00933277,4.772125841,1.132950739,3.021201971,12.22213525,0,0,0,33.30188537,82.60240845,0.137327362,3.433184058,0.411982087,7.347013885,0.102995522,1.922583073,1.235946261,62.72427275,6.351390508,0,0,13.45808151,4.772125841,1.991246754,47.02243934
KS,2019,2912635,77.48997042,810.2628719,2.16298987,18.33391414,0,60.08305194,250.117162,360.8759766,4.497645603,1.922657662,7.278632578,15.65592668,0.034333173,0,0,131.0497196,80.03062519,0.068666345,11.94794404,1.88832449,9.166957068,3.192985046,4.703644638,7.518964786,302.269251,20.32523814,0,0,65.98835762,29.0115308,5.390308089,73.58927901
KS,2020,2938124,84.40760159,665.7989928,2.212296009,19.97873473,0,56.94109575,255.1968535,358.2558122,3.437567645,1.327377606,6.97724126,15.17975416,0.034035323,0,0,155.8817803,66.43695093,0.034035323,14.77133028,3.131249736,8.815148714,1.361412929,4.628803958,8.98532533,328.0664805,24.57350336,0.034035323,0,77.19211306,34.78410033,4.833015897,71.07344028
KS,2021,2937946,103.7799878,783.8809835,2.552803898,24.23461834,0,57.38703162,281.1147652,407.0871282,0,1.191308486,5.786355501,11.43656146,0.034037385,0,0,144.2164015,61.3694057,0.204224312,16.95061788,3.539888071,8.237047243,2.961252521,5.786355501,8.543383711,353.0357604,23.65598279,0,0,83.35755661,30.59960939,5.207719951,78.26292861
KS,2022,2936716,95.3445958,763.4718509,2.860337874,19.5115905,0,58.02399687,261.0739343,366.0551446,0,2.077150123,4.869384714,11.50945478,0,0,0,152.959973,55.40202049,0.23836149,12.83746879,2.928441157,8.410755415,3.200854288,5.618520824,8.410755415,325.9763627,19.13702244,0,0,77.77394886,27.75208771,5.788779031,73.91073523
